,date,nav,cash,weights
0,2022-02-01,100000.00000000001,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
1,2022-02-02,101270.22545135682,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
2,2022-02-03,100252.13150012324,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
3,2022-02-04,97514.31454260458,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
4,2022-02-07,97371.19708703631,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
5,2022-02-08,99176.93112276275,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
6,2022-02-09,100284.95822728332,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
7,2022-02-10,99178.70711857917,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
8,2022-02-11,98655.16925537234,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
9,2022-02-14,96952.15755853427,-1.4551915228366852e-11,"{'PKO': 0.15973556309980708, 'PKN': 0.09758565020893414, 'PEO': 0.09195763386905094, 'PZU': 0.08914948266975634, 'KGH': 0.0851944301274051, 'ALE': 0.07661130587017548, 'DNP': 0.07041995544442695, 'LPP': 0.059622896282633994, 'CDR': 0.05831412956896957, 'SPL': 0.050065385090495525, 'CPS': 0.04059839071744696, 'PGE': 0.03239650200414887, 'OPL': 0.023391675860335748, 'ACP': 0.022594062948590714, 'CCC': 0.017381359072767007, 'TPE': 0.013778789672989358, 'JSW': 0.009435047260428604, 'MRC': 0.001767740231637865}"
